Cod_setor,lider_masculino,lider_feminino,porcentagem_lideres_femininos
250400905000186,207,83,28.620689655172416
250400905000187,79,103,56.59340659340659
250400905000188,127,67,34.5360824742268
250400905000189,125,98,43.946188340807176
250400905000190,84,226,72.90322580645162
250400905000191,116,110,48.67256637168141
250400905000192,115,169,59.50704225352113
250400905000193,187,122,39.482200647249186
250400905000194,193,108,35.880398671096344
250400905000195,27,31,53.44827586206896
250400905000196,186,110,37.16216216216216
250400905000197,135,144,51.61290322580645
250400905000198,259,181,41.13636363636364
250400905000199,96,63,39.62264150943396
250400905000200,120,76,38.775510204081634
250400905000201,111,30,21.27659574468085
250400905000202,106,34,24.285714285714285
250400905000203,203,108,34.726688102893895
250400905000204,225,127,36.07954545454545
250400905000205,164,77,31.950207468879665
250400905000206,204,86,29.655172413793103
250400905000207,256,127,33.15926892950392
250400905000208,108,45,29.411764705882355
250400905000209,108,78,41.935483870967744
250400905000210,148,41,21.693121693121693
250400905000211,37,54,59.34065934065934
250400905000212,72,262,78.44311377245509
250400905000213,136,65,32.33830845771145
250400905000214,135,209,60.75581395348837
250400905000215,194,51,20.816326530612244
250400905000216,138,105,43.20987654320987
250400905000217,187,102,35.294117647058826
250400905000218,151,95,38.61788617886179
250400905000219,54,54,50
250400905000220,130,34,20.73170731707317
250400905000221,224,117,34.31085043988269
250400905000222,94,49,34.26573426573427
250400905000223,135,53,28.191489361702125
250400905000224,135,60,30.76923076923077
250400905000225,100,73,42.19653179190752
250400905000226,201,115,36.392405063291136
250400905000227,255,125,32.89473684210527
250400905000228,180,116,39.189189189189186
250400905000229,88,66,42.857142857142854
250400905000230,86,24,21.818181818181817
250400905000231,167,108,39.27272727272727
250400905000232,86,149,63.40425531914894
250400905000233,46,16,25.806451612903224
250400905000234,217,113,34.24242424242424
250400905000235,148,111,42.857142857142854
250400905000236,57,31,35.22727272727273
250400905000237,119,125,51.229508196721305
250400905000238,78,82,51.24999999999999
250400905000239,129,126,49.411764705882355
250400905000240,113,90,44.33497536945813
250400905000241,74,177,70.5179282868526
250400905000242,73,77,51.33333333333333
250400905000243,163,112,40.72727272727273
250400905000244,49,97,66.43835616438356
250400905000245,58,41,41.41414141414141
250400905000246,153,97,38.800000000000004
250400905000247,162,109,40.22140221402214
250400905000248,195,81,29.347826086956523
250400905000249,223,122,35.36231884057971
250400905000250,434,128,22.77580071174377
250400905000251,117,53,31.176470588235293
250400905000252,151,95,38.61788617886179
250400905000253,225,64,22.145328719723185
250400905000254,126,114,47.5
250400905000255,147,161,52.27272727272727
250400905000256,121,100,45.248868778280546
250400905000257,141,108,43.373493975903614
250400905000258,138,205,59.7667638483965
250400905000259,164,74,31.092436974789916
250400905000260,130,107,45.14767932489451
250400905000261,164,85,34.13654618473896
250400905000262,147,70,32.25806451612903
250400905000263,98,173,63.837638376383765
250400905000264,140,85,37.77777777777778
250400905000265,93,32,25.6
250400905000266,117,133,53.2
250400905000267,120,55,31.428571428571427
250400905000268,75,33,30.555555555555557
250400905000269,92,68,42.5
250400905000270,172,139,44.69453376205787
250400905000271,229,98,29.96941896024465
250400905000272,169,104,38.095238095238095
250400905000273,249,137,35.49222797927461
250400905000274,137,79,36.574074074074076
250400905000275,245,168,40.67796610169492
250400905000276,140,179,56.112852664576806
250400905000277,143,176,55.172413793103445
250400905000278,122,169,58.075601374570454
250400905000279,184,90,32.846715328467155
250400905000280,186,145,43.80664652567976
250400905000281,217,121,35.798816568047336
250400905000282,137,51,27.127659574468083
250400905000283,212,105,33.12302839116719
250400905000284,154,124,44.60431654676259
250400905000285,226,124,35.42857142857142
250400905000286,264,110,29.411764705882355
250400905000287,120,48,28.57142857142857
250400905000288,135,94,41.04803493449782
250400905000289,183,93,33.69565217391305
250400905000290,119,55,31.60919540229885
250400905000291,214,102,32.278481012658226
250400905000292,233,94,28.74617737003058
250400905000293,240,124,34.065934065934066
250400905000294,128,104,44.827586206896555
250400905000295,214,116,35.15151515151515
250400905000296,199,87,30.419580419580424
250400905000297,153,120,43.956043956043956
250400905000298,128,177,58.032786885245905
250400905000299,87,62,41.61073825503356
250400905000300,142,105,42.51012145748988
250400905000301,245,112,31.372549019607842
250400905000302,189,67,26.171875
250400905000303,100,210,67.74193548387096
250400905000304,166,131,44.107744107744104
250400905000305,123,62,33.513513513513516
250400905000306,203,77,27.500000000000004
250400905000307,169,138,44.951140065146575
250400905000308,152,154,50.326797385620914
250400905000309,156,105,40.229885057471265
250400905000310,176,84,32.30769230769231
250400905000311,117,98,45.58139534883721
250400905000312,218,152,41.08108108108108
250400905000313,242,123,33.6986301369863
250400905000314,98,34,25.757575757575758
250400905000315,107,131,55.04201680672269
250400905000316,116,140,54.6875
250400905000317,138,43,23.756906077348066
250400905000318,148,77,34.22222222222222
250400905000319,92,224,70.88607594936708
250400905000320,0,0,NaN
250400905000321,196,108,35.526315789473685
250400905000322,74,112,60.215053763440864
250400905000323,240,102,29.82456140350877
250400905000324,89,54,37.76223776223776
250400905000325,65,21,24.418604651162788
250400905000326,30,34,53.125
250400905000327,209,109,34.276729559748425
250400905000328,72,235,76.54723127035831
250400905000329,123,51,29.310344827586203
250400905000330,14,11,44
250400905000331,147,69,31.944444444444443
250400905000332,207,100,32.57328990228013
250400905000333,100,61,37.88819875776397
250400905000334,174,44,20.18348623853211
250400905000335,51,16,23.88059701492537
250400905000336,74,40,35.08771929824561
250400905000337,33,42,56.00000000000001
250400905000338,185,43,18.859649122807017
250400905000339,157,45,22.277227722772277
250400905000340,205,84,29.06574394463668
250400905000341,55,51,48.113207547169814
250400905000342,137,94,40.692640692640694
250400905000343,136,51,27.27272727272727
250400905000344,169,55,24.553571428571427
250400905000345,229,127,35.674157303370784
250400905000346,123,114,48.10126582278481
250400905000347,44,24,35.294117647058826
250400905000348,102,68,40
250400905000349,91,49,35
250400905000350,71,42,37.16814159292036
250400905000351,60,50,45.45454545454545
250400905000353,36,28,43.75
250400905000354,97,57,37.01298701298701
250400905000355,144,75,34.24657534246575
250400905000356,81,69,46
250400905000357,155,84,35.146443514644346
250400905000358,198,98,33.108108108108105
250400905000359,144,46,24.210526315789473
250400905000360,152,90,37.1900826446281
250400905000361,189,30,13.698630136986301
250400905000362,12,3,20
250400905000363,199,62,23.754789272030653
250400905000364,127,52,29.05027932960894
250400905000365,76,201,72.56317689530685
250400905000366,151,65,30.09259259259259
250400905000367,154,73,32.158590308370044
250400905000368,25,25,50
250400905000369,197,52,20.883534136546185
250400905000370,172,70,28.92561983471074
250400905000371,139,66,32.19512195121951
250400905000372,76,45,37.1900826446281
250400905000373,70,115,62.16216216216216
250400905000374,169,49,22.477064220183486
250400905000375,110,87,44.16243654822335
250400905000376,141,92,39.48497854077253
250400905000377,170,95,35.84905660377358
250400905000378,65,24,26.96629213483146
250400905000379,142,73,33.95348837209302
250400905000380,71,101,58.720930232558146
250400905000381,143,164,53.420195439739416
250400905000382,42,72,63.1578947368421
250400905000383,163,78,32.365145228215766
250400905000384,181,40,18.099547511312217
250400905000385,162,64,28.31858407079646
250400905000386,55,47,46.07843137254902
250400905000387,32,26,44.827586206896555
250400905000388,92,43,31.851851851851855
250400905000389,181,68,27.309236947791167
250400905000390,141,87,38.15789473684211
250400905000391,116,143,55.21235521235521
250400905000392,61,148,70.81339712918661
250400905000393,149,74,33.18385650224215
250400905000394,91,102,52.84974093264248
250400905000395,185,99,34.859154929577464
250400905000396,157,82,34.30962343096235
250400905000397,139,87,38.49557522123894
250400905000398,199,78,28.158844765342963
250400905000399,131,73,35.78431372549019
250400905000400,51,21,29.166666666666668
250400905000401,109,54,33.12883435582822
250400905000402,128,41,24.2603550295858
250400905000403,60,53,46.902654867256636
250400905000404,88,113,56.21890547263681
250400905000405,80,40,33.33333333333333
250400905000406,98,45,31.46853146853147
250400905000407,56,43,43.43434343434344
250400905000408,113,80,41.45077720207254
250400905000409,84,56,40
250400905000410,141,91,39.224137931034484
250400905000411,190,97,33.79790940766551
250400905000412,200,141,41.348973607038126
250400905000413,133,55,29.25531914893617
250400905000414,69,23,25
250400905000415,118,78,39.795918367346935
250400905000416,53,160,75.11737089201877
250400905000417,100,62,38.2716049382716
250400905000418,154,90,36.885245901639344
250400905000419,131,68,34.17085427135678
250400905000420,97,102,51.256281407035175
250400905000421,142,39,21.54696132596685
250400905000422,119,117,49.57627118644068
250400905000423,85,75,46.875
250400905000424,124,70,36.08247422680412
250400905000425,131,73,35.78431372549019
250400905000426,121,114,48.51063829787234
250400905000427,109,113,50.9009009009009
250400905000428,69,118,63.101604278074866
250400905000429,155,96,38.24701195219124
250400905000430,136,74,35.23809523809524
250400905000431,187,52,21.75732217573222
250400905000432,28,37,56.92307692307692
250400905000433,370,159,30.056710775047257
250400905000434,8,1,11.11111111111111
250400905000435,39,4,9.30232558139535
250400905000438,41,13,24.074074074074073
250400905000439,37,42,53.16455696202531
250400905000440,90,54,37.5
250400905000441,132,102,43.58974358974359
250400905000442,76,55,41.98473282442748
250400905000443,96,85,46.96132596685083
250400905000444,41,148,78.3068783068783
250400905000445,52,27,34.177215189873415
250400905000446,131,72,35.467980295566505
250400905000447,44,26,37.142857142857146
250400905000448,119,62,34.25414364640884
250400905000449,67,43,39.09090909090909
250400915000001,41,14,25.454545454545453
250400915000002,130,74,36.27450980392157
250400915000003,56,215,79.33579335793358
250400915000004,259,95,26.836158192090398
250400915000005,142,42,22.82608695652174
250400915000006,51,19,27.142857142857142
250400920000001,144,76,34.54545454545455
250400920000002,52,173,76.88888888888889
250400920000003,72,130,64.35643564356435
250400920000004,148,123,45.38745387453875
250400920000005,112,30,21.12676056338028
250400920000006,76,40,34.48275862068966
250400920000007,48,59,55.140186915887845
250400920000008,101,20,16.528925619834713
250400920000009,155,56,26.540284360189574
250400920000010,12,9,42.857142857142854
250400920000011,125,117,48.34710743801653
250400920000012,133,94,41.409691629955944
250400920000013,81,49,37.69230769230769
250400925000001,243,132,35.199999999999996
250400925000002,143,75,34.403669724770644
250400925000003,162,101,38.40304182509506
250400925000004,213,106,33.22884012539185
250400925000005,72,72,50
250400925000006,43,23,34.84848484848485
250400925000007,28,23,45.09803921568628
250400925000008,113,53,31.92771084337349
250400925000009,60,31,34.065934065934066
250400925000010,170,44,20.5607476635514
250400925000011,117,31,20.945945945945947
250400925000012,72,25,25.773195876288657
250400925000013,96,32,25
250400925000014,42,125,74.8502994011976
250400925000015,97,48,33.10344827586207
250400925000016,260,102,28.176795580110497
250400925000017,95,35,26.923076923076923
250400925000018,177,57,24.358974358974358
250400925000019,182,84,31.57894736842105
250400925000020,103,72,41.14285714285714
250403305000001,134,65,32.663316582914575
250403305000002,109,70,39.10614525139665
250403305000003,61,26,29.88505747126437
250403305000004,60,98,62.0253164556962
250403305000005,126,88,41.1214953271028
250403305000006,94,64,40.50632911392405
250403305000007,192,75,28.08988764044944
250403315000001,125,47,27.325581395348834
250403315000002,11,16,59.25925925925925
250407405000001,139,91,39.565217391304344
250407405000002,45,116,72.04968944099379
250407405000003,103,33,24.264705882352942
250407405000004,113,40,26.143790849673206
250407405000005,98,36,26.865671641791046
250407405000006,105,104,49.760765550239235
250407405000007,17,43,71.66666666666667
250407405000008,58,50,46.2962962962963
250410805000001,67,134,66.66666666666666
250410805000002,152,25,14.124293785310735
250410805000003,78,134,63.20754716981132
250415705000001,141,156,52.52525252525253
250415705000002,170,123,41.979522184300336
250415705000003,107,57,34.756097560975604
250415705000004,17,55,76.38888888888889
250415705000005,103,176,63.08243727598566
250415705000006,194,24,11.009174311926607
250415705000007,24,11,31.428571428571427
250415705000008,202,74,26.811594202898554
250415705000009,55,9,14.0625
250415705000010,175,74,29.71887550200803
250420705000001,109,78,41.711229946524064
250420705000002,120,79,39.698492462311556
250420705000003,65,11,14.473684210526317
250420705000004,152,26,14.606741573033707
250420705000005,83,34,29.059829059829063
250420705000006,159,91,36.4
250420705000007,89,47,34.55882352941176
250420710000001,25,15,37.5
250420710000002,109,15,12.096774193548388
250430605000001,162,102,38.63636363636363
250430605000002,107,75,41.208791208791204
250430605000003,145,112,43.57976653696498
250430605000004,133,91,40.625
250430605000005,77,35,31.25
250430605000006,109,140,56.22489959839358
250430605000007,110,82,42.70833333333333
250430605000008,168,113,40.213523131672595
250430605000009,190,105,35.59322033898305
250430605000010,183,121,39.80263157894737
250430605000011,167,48,22.325581395348838
250430605000012,163,69,29.74137931034483
250430605000013,230,141,38.00539083557952
250430605000014,237,125,34.530386740331494
250430605000015,147,123,45.55555555555556
250430605000016,135,61,31.122448979591837
250430605000017,85,73,46.20253164556962
250430605000018,67,16,19.27710843373494
250430605000019,132,69,34.32835820895522
250430605000020,137,29,17.46987951807229
250430605000021,64,61,48.8
250430605000022,148,26,14.942528735632186
250430605000023,135,28,17.177914110429448
250430605000024,47,15,24.193548387096776
250430605000025,25,11,30.555555555555557
250430605000026,163,173,51.488095238095234
250430605000027,176,47,21.076233183856502
250430605000028,98,76,43.67816091954023
250430605000029,155,92,37.24696356275304
250430605000030,103,27,20.76923076923077
250430605000031,143,65,31.25
250430605000032,165,72,30.37974683544304
250430605000033,141,114,44.70588235294118
250430610000001,76,35,31.53153153153153
250430610000002,42,3,6.666666666666667
250430610000003,133,57,30
250430610000004,42,9,17.647058823529413
250430610000005,117,20,14.5985401459854
250430610000006,65,12,15.584415584415584
250430610000007,45,21,31.818181818181817
250430625000001,48,20,29.411764705882355
250430625000002,82,14,14.583333333333334
250430625000003,71,6,7.792207792207792
250430625000004,69,19,21.59090909090909
250430625000005,36,19,34.54545454545455
250430625000006,72,10,12.195121951219512
250430625000007,80,20,20
250435505000001,185,129,41.082802547770704
250435505000002,191,43,18.37606837606838
250435505000003,150,46,23.46938775510204
250435505000004,122,59,32.59668508287293
250435505000005,63,36,36.36363636363637
250435505000006,105,17,13.934426229508196
250435505000007,141,42,22.950819672131146
250440505000001,148,86,36.75213675213676
250440505000002,183,116,38.79598662207358
250440505000003,222,85,27.68729641693811
250440505000004,178,174,49.43181818181818
250440505000005,269,124,31.552162849872772
250440505000006,260,114,30.481283422459892
250440505000007,155,140,47.45762711864407
250440505000008,176,111,38.67595818815331
250440505000009,155,92,37.24696356275304
250440505000010,139,76,35.348837209302324
250440505000011,99,13,11.607142857142858
250440505000012,68,22,24.444444444444443
250440505000013,205,24,10.480349344978166
250440505000014,115,17,12.878787878787879
250440505000015,77,24,23.762376237623762
250440505000016,163,16,8.938547486033519
250440505000017,88,10,10.204081632653061
250440505000018,255,23,8.273381294964029
250440505000019,26,1,3.7037037037037033
250440505000020,162,73,31.06382978723404
250440510000001,4,4,50
250440510000002,26,40,60.60606060606061
250440510000003,137,22,13.836477987421384
250440515000001,39,16,29.09090909090909
250440515000002,95,19,16.666666666666664
250440515000003,114,65,36.312849162011176
250440515000004,15,32,68.08510638297872
250450405000001,131,66,33.50253807106599
250450405000002,99,120,54.794520547945204
250450405000003,129,84,39.436619718309856
250450405000004,68,7,9.333333333333334
250450405000005,54,13,19.402985074626866
250450405000006,121,17,12.318840579710146
250450405000007,178,85,32.31939163498099
250450405000008,181,93,33.941605839416056
250450405000009,167,98,36.9811320754717
250450405000010,72,108,60
250460305000001,142,106,42.74193548387097
250460305000002,318,108,25.352112676056336
250460305000003,58,31,34.831460674157306
250460305000004,122,79,39.30348258706468
250460305000005,119,52,30.409356725146196
250460305000006,65,138,67.98029556650246
250460305000007,84,22,20.754716981132077
250460305000008,63,19,23.170731707317074
250460305000009,89,21,19.090909090909093
250460305000010,154,91,37.142857142857146
250460305000011,95,23,19.491525423728813
250460305000012,121,66,35.294117647058826
250460305000013,0,0,NaN
250460305000014,92,35,27.559055118110237
250460305000015,38,7,15.555555555555555
250460305000016,53,8,13.114754098360656
250460305000017,174,105,37.634408602150536
250460305000018,90,141,61.038961038961034
250460305000019,115,66,36.46408839779006
250460305000020,0,0,NaN
250460305000021,52,14,21.21212121212121
250460305000022,74,104,58.42696629213483
250460305000023,125,71,36.224489795918366
250460305000024,49,17,25.757575757575758
250460305000025,52,113,68.48484848484848
250460305000026,127,47,27.011494252873565
250460305000027,105,64,37.8698224852071
250460305000028,112,50,30.864197530864196
250460305000029,154,128,45.39007092198582
250460305000030,63,25,28.40909090909091
250460305000031,51,17,25
250460305000032,86,60,41.0958904109589
250460305000033,88,79,47.30538922155689
250460305000034,98,81,45.2513966480447
250460316000001,27,11,28.947368421052634
250460316000002,26,21,44.680851063829785
250460316000003,42,17,28.8135593220339
250460316000004,12,1,7.6923076923076925
250460316000005,3,4,57.14285714285714
250460316000006,51,13,20.3125
250460316000007,77,55,41.66666666666667
250460316000008,41,24,36.92307692307693
250460316000009,80,19,19.19191919191919
250470205000001,126,89,41.3953488372093
250470205000002,102,207,66.99029126213593
250470205000003,227,194,46.080760095011875
250470205000004,69,47,40.51724137931034
250470205000005,61,21,25.609756097560975
250470205000006,42,14,25
250470205000007,82,61,42.65734265734265
250470205000008,40,76,65.51724137931035
250470205000009,10,10,50
250480105000001,89,93,51.098901098901095
250480105000002,135,88,39.46188340807175
250480105000003,151,86,36.28691983122363
250480105000004,178,127,41.63934426229508
250480105000005,177,95,34.92647058823529
250480105000006,89,88,49.717514124293785
250480105000007,114,94,45.19230769230769
250480105000008,78,52,40
250480105000009,45,2,4.25531914893617
250480105000010,121,7,5.46875
250480105000011,222,57,20.43010752688172
250480105000012,235,30,11.320754716981133
250480105000013,176,21,10.65989847715736
250480105000014,70,15,17.647058823529413
250480105000015,204,80,28.169014084507044
250480105000016,172,95,35.580524344569284
250480105000017,138,70,33.65384615384615
250480105000018,77,134,63.507109004739334
250480105000019,192,126,39.62264150943396
250480105000020,122,67,35.44973544973545
250480105000021,87,52,37.410071942446045
250485005000001,152,116,43.28358208955223
250485005000002,120,40,25
250485005000003,48,14,22.58064516129032
250485005000004,70,28,28.57142857142857
250490005000001,99,74,42.77456647398844
250490005000002,187,167,47.175141242937855
250490005000003,281,201,41.70124481327801
250490005000004,315,165,34.375
250490005000005,181,211,53.826530612244895
250490005000006,134,30,18.29268292682927
250490005000007,120,41,25.465838509316768
250490005000008,41,12,22.641509433962266
250490005000009,90,37,29.133858267716533
250490005000010,54,8,12.903225806451612
250490005000011,231,65,21.95945945945946
250490005000012,105,42,28.57142857142857
250490005000013,14,9,39.130434782608695
250490005000014,146,44,23.157894736842106
250490005000015,30,5,14.285714285714285
250490005000016,233,61,20.74829931972789
250490005000017,47,24,33.80281690140845
250490005000018,51,23,31.08108108108108
250490005000019,115,24,17.26618705035971
250490005000020,160,59,26.94063926940639
250490005000021,204,61,23.0188679245283
250500605000001,165,143,46.42857142857143
250500605000002,114,127,52.69709543568465
250500605000003,172,161,48.348348348348345
250500605000004,120,114,48.717948717948715
250500605000005,196,147,42.857142857142854
250500605000006,96,132,57.89473684210527
250500605000007,41,20,32.78688524590164
250500605000008,111,25,18.38235294117647
250500605000009,81,9,10
250500605000010,21,4,16
250500605000011,19,9,32.142857142857146
250510505000001,58,51,46.788990825688074
250510505000002,109,80,42.32804232804233
250510505000003,175,131,42.810457516339866
250510505000004,113,56,33.13609467455622
250510505000005,114,129,53.086419753086425
250510505000006,84,132,61.111111111111114
250510505000007,79,70,46.97986577181208
250510505000008,141,91,39.224137931034484
250510505000009,104,60,36.58536585365854
250510505000010,111,84,43.07692307692308
250510505000011,89,88,49.717514124293785
250510505000012,92,53,36.55172413793103
250510505000013,128,42,24.705882352941178
250510505000014,88,21,19.26605504587156
250510505000015,52,14,21.21212121212121
250510505000016,80,4,4.761904761904762
250510505000017,37,12,24.489795918367346
250510505000018,88,19,17.75700934579439
250510505000019,80,23,22.330097087378643
250510505000020,83,28,25.225225225225223
250510505000021,61,18,22.78481012658228
250510505000022,20,6,23.076923076923077
250510505000023,82,71,46.40522875816993
250510505000024,150,82,35.3448275862069
250510505000025,97,94,49.21465968586388
250510505000026,79,136,63.25581395348837
250510505000027,76,72,48.64864864864865
250510505000028,118,121,50.627615062761514
250510505000029,116,77,39.89637305699482
250510505000030,112,122,52.13675213675214
250510505000031,66,166,71.55172413793103
250510510000001,36,18,33.33333333333333
250510510000002,92,8,8
250510510000003,43,18,29.508196721311474
250510510000004,146,15,9.316770186335404
250510510000005,112,29,20.56737588652482
250510510000006,27,9,25
250510510000007,159,41,20.5
250510510000008,68,13,16.049382716049383
250520405000001,133,153,53.4965034965035
250520405000002,183,117,39
250520405000003,81,182,69.20152091254754
250520405000004,130,95,42.22222222222222
250520405000005,54,160,74.76635514018692
250520405000006,170,96,36.09022556390977
250520405000007,119,38,24.203821656050955
250520405000008,155,32,17.11229946524064
250523805000001,196,72,26.865671641791046
250523805000002,221,118,34.80825958702065
250523805000003,123,40,24.539877300613497
250523805000004,67,14,17.28395061728395
250523805000005,7,1,12.5
250523805000006,44,17,27.86885245901639
250523805000007,81,62,43.35664335664335
250523805000008,15,2,11.76470588235294
250523805000009,80,38,32.20338983050847
250523805000010,108,44,28.947368421052634
250523805000011,12,5,29.411764705882355
250523805000012,95,78,45.08670520231214
250523805000013,52,77,59.68992248062015
250523805000014,31,20,39.21568627450981
250523805000015,8,1,11.11111111111111
250527905000001,69,87,55.769230769230774
250527905000002,107,46,30.065359477124183
250527905000003,16,67,80.72289156626506
250527905000004,92,29,23.96694214876033
250527905000005,115,35,23.333333333333332
250527905000006,74,33,30.8411214953271
250527905000007,97,27,21.774193548387096
250527905000008,80,29,26.605504587155966
250527905000009,104,15,12.605042016806722
250527905000010,41,6,12.76595744680851
250527905000011,52,83,61.48148148148148
250527905000012,104,57,35.40372670807454
250530305000001,97,127,56.69642857142857
250530305000002,62,69,52.67175572519084
250530305000003,41,50,54.94505494505495
250530305000004,29,16,35.55555555555556
250530305000005,115,42,26.751592356687897
250535205000001,127,65,33.85416666666667
250535205000002,114,25,17.985611510791365
250535205000003,133,42,24
250535205000004,39,13,25
250535205000005,146,33,18.435754189944134
250535205000006,102,24,19.047619047619047
250535205000007,20,5,20
250535205000008,124,109,46.78111587982833
250535205000009,162,93,36.470588235294116
250540205000001,111,77,40.95744680851064
250540205000002,65,246,79.09967845659163
250540205000003,81,63,43.75
250540205000004,257,175,40.50925925925926
250540205000005,102,82,44.565217391304344
250540205000006,59,36,37.89473684210527
250540205000007,33,60,64.51612903225806
250540205000008,119,31,20.666666666666668
250540205000009,151,27,15.168539325842698
250540205000010,66,120,64.51612903225806
250540205000011,48,98,67.12328767123287
250540205000012,135,70,34.146341463414636
250550105000001,132,80,37.735849056603776
250550105000002,48,194,80.16528925619835
250550105000003,174,75,30.120481927710845
250550105000004,167,46,21.5962441314554
250560005000001,159,185,53.779069767441854
250560005000002,196,113,36.56957928802589
250560005000003,261,82,23.9067055393586
250560005000004,129,16,11.03448275862069
250560005000005,159,86,35.10204081632653
250560005000006,73,42,36.52173913043478
250560005000007,51,8,13.559322033898304
250560010000001,36,58,61.702127659574465
250560010000002,100,10,9.090909090909092
250570905000001,223,87,28.064516129032256
250570905000002,146,82,35.96491228070175
250570905000003,93,173,65.0375939849624
250570905000004,112,45,28.662420382165603
250570905000005,146,92,38.655462184873954
250570905000006,121,30,19.867549668874172
250570905000007,112,18,13.846153846153847
250570905000008,45,18,28.57142857142857
250570905000009,67,23,25.555555555555554
250570905000010,103,56,35.22012578616352
250570905000011,202,21,9.417040358744394
250570905000012,62,27,30.337078651685395
250570905000013,114,58,33.72093023255814
250570905000014,86,12,12.244897959183673
250570905000015,149,63,29.71698113207547
250570905000016,88,64,42.10526315789473
250570905000017,52,16,23.52941176470588
250570905000018,36,20,35.714285714285715
250570905000019,67,27,28.723404255319153
250580805000001,170,122,41.78082191780822
250580805000002,104,129,55.36480686695279
250580805000003,188,146,43.712574850299404
250580805000004,27,21,43.75
250580805000005,51,37,42.04545454545455
250580805000006,62,17,21.518987341772153
250590705000001,198,143,41.935483870967744
250590705000002,108,6,5.263157894736842
250590705000003,69,12,14.814814814814813
250590705000004,51,9,15
250590705000005,105,118,52.91479820627802
250600405000001,180,142,44.099378881987576
250600405000002,174,185,51.532033426183844
250600405000003,116,93,44.49760765550239
250600405000004,80,229,74.11003236245955
250600405000005,148,83,35.93073593073593
250600405000006,108,84,43.75
250600405000007,119,93,43.86792452830189
250600405000008,145,54,27.1356783919598
250600405000009,148,125,45.78754578754579
250600405000010,72,175,70.8502024291498
250600405000011,99,58,36.94267515923567
250600405000012,147,107,42.125984251968504
250600405000013,174,87,33.33333333333333
250600405000014,104,92,46.93877551020408
250600405000015,49,170,77.6255707762557
250600405000016,190,164,46.32768361581921
250600405000017,148,37,20
250600405000018,96,27,21.951219512195124
250600405000019,28,9,24.324324324324326
250600405000020,199,155,43.78531073446328
250600405000021,34,129,79.14110429447852
250600405000022,128,25,16.33986928104575
250600405000023,38,7,15.555555555555555
250600405000024,72,73,50.3448275862069
250600405000025,88,30,25.423728813559322
250600405000026,163,43,20.87378640776699
250600405000027,29,127,81.41025641025641
250600405000028,221,45,16.917293233082706
250600405000029,35,150,81.08108108108108
250600405000030,44,8,15.384615384615385
250600405000031,30,51,62.96296296296296
250600405000032,214,45,17.374517374517374
250600405000033,150,75,33.33333333333333
250600405000034,162,50,23.58490566037736
250600405000035,64,180,73.77049180327869
250600405000036,142,42,22.82608695652174
250600405000037,199,109,35.38961038961039
250600405000038,88,79,47.30538922155689
250600405000039,168,37,18.048780487804876
250600405000040,53,184,77.63713080168776
250600405000041,65,148,69.48356807511738
250600405000042,177,63,26.25
250600405000043,159,98,38.13229571984436
250600405000044,38,45,54.21686746987952
250610305000001,148,109,42.4124513618677
250610305000002,80,83,50.920245398773
250610305000003,128,124,49.2063492063492
250610305000004,129,112,46.47302904564315
250610305000005,68,106,60.91954022988506
250610305000006,173,110,38.869257950530034
250610305000007,194,49,20.16460905349794
250610305000008,158,54,25.471698113207548
250610305000009,104,52,33.33333333333333
250610305000010,87,115,56.930693069306926
250610305000011,0,0,NaN
250610305000012,129,56,30.270270270270274
250610305000013,174,66,27.500000000000004
250610305000014,86,80,48.19277108433735
250610305000015,0,0,NaN
250610305000016,60,23,27.710843373493976
250610305000017,43,23,34.84848484848485
250610305000018,61,61,50
250610305000019,85,61,41.78082191780822
250620205000001,147,65,30.660377358490564
250620205000002,131,71,35.148514851485146
250620205000003,93,23,19.82758620689655
250620205000004,55,13,19.11764705882353
250620205000005,143,48,25.13089005235602
250620205000006,104,67,39.1812865497076
250625105000001,96,188,66.19718309859155
250625105000002,47,31,39.743589743589745
250625105000003,125,69,35.56701030927835
250625105000004,134,53,28.342245989304814
250625105000005,83,89,51.74418604651163
250625105000006,133,27,16.875
250625105000007,131,36,21.55688622754491
250625105000008,99,49,33.108108108108105
250625105000009,170,35,17.073170731707318
250625105000010,63,20,24.096385542168676
250625105000011,89,23,20.535714285714285
250625105000012,41,19,31.666666666666664
250625105000013,63,123,66.12903225806451
250625105000014,28,13,31.70731707317073
250625105000015,77,75,49.34210526315789
250630105000001,158,109,40.823970037453186
250630105000002,177,126,41.584158415841586
250630105000003,43,158,78.60696517412936
250630105000004,81,40,33.057851239669425
250630105000005,162,100,38.16793893129771
250630105000006,149,81,35.21739130434783
250630105000007,201,116,36.59305993690852
250630105000008,128,87,40.46511627906977
250630105000009,207,85,29.10958904109589
250630105000010,201,68,25.27881040892193
250630105000011,263,97,26.944444444444443
250630105000012,136,57,29.533678756476682
250630105000013,81,45,35.714285714285715
250630105000014,82,49,37.404580152671755
250630105000015,124,156,55.714285714285715
250630105000016,139,128,47.940074906367045
250630105000017,127,68,34.87179487179487
250630105000018,118,54,31.3953488372093
250630105000019,140,92,39.6551724137931
250630105000020,202,134,39.88095238095239
250630105000021,257,101,28.212290502793298
250630105000022,133,96,41.92139737991266
250630105000023,139,73,34.43396226415094
250630105000024,123,96,43.83561643835616
250630105000025,196,115,36.97749196141479
250630105000026,298,128,30.046948356807512
